year;month;produced_material;produced_material_production_type;produced_material_release_type;produced_material_quantity;component_material;component_material_production_type;component_material_release_type;component_material_quantity;plant_id
2024;3;50009;8002;PROD;795;90046;;ADD;20;RLT_14
2024;3;80079;8007;PROD;894;80019;8001;PROD;3359;RLT_14
2024;3;80079;8007;PROD;894;90047;;ADD;33;RLT_14
2024;3;80079;8007;PROD;894;90048;;ADD;9;RLT_14
2024;3;80019;8001;PROD;1708;80009;8000;PROD;2035;RLT_14
2024;3;80019;8001;PROD;1708;90049;;ADD;91;RLT_14
2024;3;80009;8000;PROD;1854;70009;;RM;2677;RLT_14
2024;3;80009;8000;PROD;1854;90050;;ADD;68;RLT_14
2024;4;10009;8002;FIN;1070;50009;8002;PROD;1070;RLT_14
2024;4;50009;8002;PROD;805;80079;8007;PROD;927;RLT_14
2024;4;50009;8002;PROD;805;90045;;ADD;53;RLT_14
2024;4;50009;8002;PROD;805;90046;;ADD;20;RLT_14
2024;4;80079;8007;PROD;848;80019;8001;PROD;3447;RLT_14
2024;4;80079;8007;PROD;848;90047;;ADD;30;RLT_14
2024;4;80079;8007;PROD;848;90048;;ADD;10;RLT_14
2024;4;80019;8001;PROD;1862;80009;8000;PROD;2031;RLT_14
2024;4;80019;8001;PROD;1862;90049;;ADD;110;RLT_14
2024;4;80009;8000;PROD;2075;70009;;RM;2616;RLT_14
2024;4;80009;8000;PROD;2075;90050;;ADD;65;RLT_14
2024;5;10009;8002;FIN;954;50009;8002;PROD;954;RLT_14
2024;5;50009;8002;PROD;757;80079;8007;PROD;881;RLT_14
2024;5;50009;8002;PROD;757;90045;;ADD;50;RLT_14
2024;5;50009;8002;PROD;757;90046;;ADD;19;RLT_14
2024;5;80079;8007;PROD;857;80019;8001;PROD;3270;RLT_14
2024;5;80079;8007;PROD;857;90047;;ADD;32;RLT_14
2024;5;80079;8007;PROD;857;90048;;ADD;11;RLT_14
2024;5;80019;8001;PROD;1630;80009;8000;PROD;2105;RLT_14
2024;5;80019;8001;PROD;1630;90049;;ADD;109;RLT_14
2024;5;80009;8000;PROD;2166;70009;;RM;2638;RLT_14
2024;5;80009;8000;PROD;2166;90050;;ADD;74;RLT_14
2024;6;10009;8002;FIN;901;50009;8002;PROD;901;RLT_14
2024;6;50009;8002;PROD;764;80079;8007;PROD;984;RLT_14
2024;6;50009;8002;PROD;764;90045;;ADD;45;RLT_14
2024;6;50009;8002;PROD;764;90046;;ADD;20;RLT_14
2024;6;80079;8007;PROD;988;80019;8001;PROD;3803;RLT_14
2024;6;80079;8007;PROD;988;90047;;ADD;32;RLT_14
2024;6;80079;8007;PROD;988;90048;;ADD;11;RLT_14
2024;6;80019;8001;PROD;1772;80009;8000;PROD;2364;RLT_14
2024;6;80019;8001;PROD;1772;90049;;ADD;98;RLT_14
2024;6;80009;8000;PROD;2185;70009;;RM;2117;RLT_14
2024;6;80009;8000;PROD;2185;90050;;ADD;68;RLT_14
2024;7;10009;8002;FIN;1054;50009;8002;PROD;1054;RLT_14
2024;7;50009;8002;PROD;764;80079;8007;PROD;803;RLT_14
2024;7;50009;8002;PROD;764;90045;;ADD;49;RLT_14
2024;7;50009;8002;PROD;764;90046;;ADD;20;RLT_14
2024;7;80079;8007;PROD;870;80019;8001;PROD;3842;RLT_14
2024;7;80079;8007;PROD;870;90047;;ADD;32;RLT_14
2024;7;80079;8007;PROD;870;90048;;ADD;10;RLT_14
2024;7;80019;8001;PROD;1773;80009;8000;PROD;2033;RLT_14
2024;7;80019;8001;PROD;1773;90049;;ADD;94;RLT_14
2024;7;80009;8000;PROD;1944;70009;;RM;2641;RLT_14
2024;7;80009;8000;PROD;1944;90050;;ADD;75;RLT_14
2024;8;10009;8002;FIN;1044;50009;8002;PROD;1044;RLT_14
2024;8;50009;8002;PROD;747;80079;8007;PROD;942;RLT_14
2024;8;50009;8002;PROD;747;90045;;ADD;47;RLT_14
2024;8;50009;8002;PROD;747;90046;;ADD;19;RLT_14
2024;8;80079;8007;PROD;977;80019;8001;PROD;3835;RLT_14
2024;8;80079;8007;PROD;977;90047;;ADD;29;RLT_14
2024;8;80079;8007;PROD;977;90048;;ADD;10;RLT_14
2024;8;80019;8001;PROD;1922;80009;8000;PROD;1928;RLT_14
2024;8;80019;8001;PROD;1922;90049;;ADD;99;RLT_14
2024;8;80009;8000;PROD;1931;70009;;RM;2797;RLT_14
2024;8;80009;8000;PROD;1931;90050;;ADD;68;RLT_14
2024;9;10009;8002;FIN;941;50009;8002;PROD;941;RLT_14
2024;9;50009;8002;PROD;861;80079;8007;PROD;1018;RLT_14
2024;9;50009;8002;PROD;861;90045;;ADD;47;RLT_14
2024;9;50009;8002;PROD;861;90046;;ADD;21;RLT_14
2024;9;80079;8007;PROD;958;80019;8001;PROD;3219;RLT_14
2024;9;80079;8007;PROD;958;90047;;ADD;32;RLT_14
2024;9;80079;8007;PROD;958;90048;;ADD;10;RLT_14
2024;9;80019;8001;PROD;1707;80009;8000;PROD;2108;RLT_14
2024;9;80019;8001;PROD;1707;90049;;ADD;101;RLT_14
2024;9;80009;8000;PROD;1950;70009;;RM;2429;RLT_14
2024;9;80009;8000;PROD;1950;90050;;ADD;66;RLT_14
2024;10;10009;8002;FIN;1049;50009;8002;PROD;1049;RLT_14
2024;10;50009;8002;PROD;810;80079;8007;PROD;876;RLT_14
2024;10;50009;8002;PROD;810;90045;;ADD;51;RLT_14
2024;10;50009;8002;PROD;810;90046;;ADD;19;RLT_14
2024;10;80079;8007;PROD;811;80019;8001;PROD;3890;RLT_14
2024;10;80079;8007;PROD;811;90047;;ADD;30;RLT_14
2024;10;80079;8007;PROD;811;90048;;ADD;10;RLT_14
2024;10;80019;8001;PROD;1895;80009;8000;PROD;2103;RLT_14
2024;10;80019;8001;PROD;1895;90049;;ADD;107;RLT_14
2024;10;80009;8000;PROD;2045;70009;;RM;2287;RLT_14
2024;10;80009;8000;PROD;2045;90050;;ADD;67;RLT_14
2024;11;10009;8002;FIN;949;50009;8002;PROD;949;RLT_14
2024;11;50009;8002;PROD;840;80079;8007;PROD;966;RLT_14
2024;11;50009;8002;PROD;840;90045;;ADD;49;RLT_14
2024;11;50009;8002;PROD;840;90046;;ADD;20;RLT_14
2024;11;80079;8007;PROD;927;80019;8001;PROD;3601;RLT_14
2024;11;80079;8007;PROD;927;90047;;ADD;30;RLT_14
2024;11;80079;8007;PROD;927;90048;;ADD;10;RLT_14
2024;11;80019;8001;PROD;1946;80009;8000;PROD;1938;RLT_14
2024;11;80019;8001;PROD;1946;90049;;ADD;100;RLT_14
2024;11;80009;8000;PROD;1859;70009;;RM;2558;RLT_14
2024;11;80009;8000;PROD;1859;90050;;ADD;69;RLT_14
2024;12;10009;8002;FIN;1081;50009;8002;PROD;1081;RLT_14
2024;12;50009;8002;PROD;794;80079;8007;PROD;857;RLT_14
2024;12;50009;8002;PROD;794;90045;;ADD;51;RLT_14
2024;12;50009;8002;PROD;794;90046;;ADD;21;RLT_14
2024;12;80079;8007;PROD;849;80019;8001;PROD;3822;RLT_14
2024;12;80079;8007;PROD;849;90047;;ADD;27;RLT_14
2024;12;80079;8007;PROD;849;90048;;ADD;9;RLT_14
2024;12;80019;8001;PROD;1780;80009;8000;PROD;2046;RLT_14
2024;12;80019;8001;PROD;1780;90049;;ADD;102;RLT_14
2024;12;80009;8000;PROD;2181;70009;;RM;2523;RLT_14
2024;12;80009;8000;PROD;2181;90050;;ADD;65;RLT_14
